Name,NickName,Age,Birthday,Gender,Height,Weight,Weight_class,Url,RecordDraws,RecordLosses,RecordNoContests,RecordWins,WeightClassAbbreviation,WeightClassId,Stance
Hannah Cifers,Shockwave,32,6/26/1992,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/hannah-cifers,0,7,0,10,WSW,32,Orthodox
Joselyne Edwards,La Pantera,29,9/29/1995,Female,68,135,Womens Bantamweight,http://www.ufc.com/athlete/joselyne-edwards,0,6,0,14,WBW,25,Orthodox
Kelly Faszholz,N/A,39,4/9/1985,Female,68,135,Womens Bantamweight,http://www.ufc.com/athlete/kelly-faszholz,0,2,0,4,WBW,25,Orthodox
Loopy Godinez,N/A,31,9/6/1993,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/loopy-godinez,0,5,0,12,WSW,32,Orthodox
Jasmine Jasudavicius,N/A,35,3/1/1989,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/jasmine-jasudavicius,0,3,0,12,WFLW,35,Orthodox
Alexander Volkanovski,The Great,36,9/29/1988,Male,66,145,Featherweight,http://www.ufc.com/athlete/alexander-volkanovski,0,4,0,26,FTW,6,Orthodox
Julia Avila,Raging Panda,36,5/11/1988,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/julia-avila,0,3,0,9,WBW,25,Orthodox
Mayana Kellem,N/A,43,7/7/1981,Female,65,135,Womens Bantamweight,http://www.ufc.com/athlete/mayana-kellem,0,1,0,7,WBW,25,Orthodox
Cory Walmsley,Hardcore,N/A,N/A,Male,72,205,Light Heavyweight,http://www.ufc.com/athlete/cory-walmsley,0,2,0,8,LHW,2,Orthodox
Aisling Daly,Ais the Bash,37,12/24/1987,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/aisling-daly,0,6,0,16,WSW,32,Orthodox
Barb Honchak,Little Warrior,45,8/30/1979,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/barb-honchak,0,4,0,10,WFLW,35,Orthodox
Milana Dudieva,N/A,35,8/4/1989,Female,63,135,Womens Bantamweight,http://www.ufc.com/athlete/milana-dudieva,0,6,0,11,WBW,25,Orthodox
Holly Holm,The Preacher's Daughter,43,10/17/1981,Female,68,135,Womens Bantamweight,http://www.ufc.com/athlete/holly-holm,0,7,1,15,WBW,25,Southpaw
Karine Gevorgyan,The Princess,35,3/9/1989,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/karine-gevorgyan,0,3,0,3,WFLW,35,N/A
Yana Santos,N/A,35,11/11/1989,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/yana-santos,0,8,1,15,WFTW,25,Orthodox
Ericka Almeida,N/A,35,3/5/1989,Female,66,115,Womens Strawweight,http://www.ufc.com/athlete/ericka-almeida,0,3,0,7,WSW,32,Orthodox
Royston Wee,N/A,38,11/15/1986,Male,67,135,Bantamweight,http://www.ufc.com/athlete/royston-wee,0,1,0,4,BW,7,Orthodox
Vanessa Demopoulos,Lil Monster,36,9/22/1988,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/vanessa-demopoulos,0,6,0,11,WSW,32,Orthodox
Pearl Gonzalez,N/A,38,8/12/1986,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/pearl-gonzalez,0,3,0,6,WSW,32,Orthodox
Mizuki,N/A,30,8/19/1994,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/mizuki-inoue,0,6,0,15,WSW,32,Orthodox
Chelsea Hackett,Hammer,26,8/16/1998,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/chelsea-hackett,1,1,0,3,WFLW,35,Switch
Garett Whiteley,Goodnight,44,12/13/1980,Male,72,155,Lightweight,http://www.ufc.com/athlete/garett-whiteley,0,3,0,7,LW,5,Orthodox
Ariane Carnelossi,Sorriso,32,11/17/1992,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/ariane-carnelossi,0,3,0,15,WFLW,32,Orthodox
Stephanie Egger,N/A,36,8/12/1988,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/stephanie-egger,0,5,0,8,WBW,25,Orthodox
Stephanie Frausto,Lil Bovy,34,9/20/1990,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/stephanie-frausto,0,7,0,8,WSW,32,Orthodox
Mabelly Lima,N/A,31,1/25/1994,Female,62,135,Womens Flyweight,http://www.ufc.com/athlete/mabelly-lima,0,1,0,7,WFLW,35,Orthodox
Ji Yeon Kim,Firefist,35,10/18/1989,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/ji-yeon-kim,2,7,0,9,WFLW,35,Orthodox
Pannie Kianzad,Banzai,33,12/8/1991,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/pannie-kianzad,0,9,0,17,WBW,25,Orthodox
Sam Hughes,Sampage,32,6/28/1992,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/sam-hughes,0,6,0,9,WSW,32,Orthodox
Mandy Bohm,Monster,35,7/30/1989,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/mandy-bohm,0,2,1,8,WFLW,35,Orthodox
Justin Willis,Big Pretty,37,7/19/1987,Male,73,264,Heavyweight,http://www.ufc.com/athlete/justin-willis,0,2,0,8,HW,1,Southpaw
Zarah Fairn,Infinite,41,12/10/1983,Female,68,135,Womens Featherweight,http://www.ufc.com/athlete/zarah-fairn,0,6,0,6,WFTW,24,Orthodox
Ashlee Evans-Smith,Rebel Girl,37,7/9/1987,Female,68,135,Womens Flyweight,http://www.ufc.com/athlete/ashlee-evans-smith,0,6,0,6,WFLW,35,Orthodox
Joanna Jedrzejczyk,N/A,37,8/18/1987,Female,66,115,Womens Strawweight,http://www.ufc.com/athlete/joanna-jedrzejczyk,0,5,0,16,WFLW,32,Orthodox
Justin Wren,The Viking,37,4/27/1987,Male,74,265,Heavyweight,http://www.ufc.com/athlete/justin-wren,0,2,0,13,HW,1,Orthodox
Angela Magana,Your Majesty,41,8/2/1983,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/angela-magana,0,9,0,11,WSW,32,Orthodox
Cristiane Justino,Cyborg,39,7/9/1985,Female,68,145,Womens Featherweight,http://www.ufc.com/athlete/cris-cyborg,0,2,1,21,WFTW,24,Orthodox
Syuri Kondo,N/A,35,2/8/1989,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/syuri-kondo,0,3,0,6,WSW,32,Orthodox
Cindy Dandois,Battlecat,40,10/26/1984,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/cindy-dandois,0,3,0,8,WFTW,25,Orthodox
Jianping Yang,N/A,36,11/27/1988,Male,67,145,Featherweight,http://www.ufc.com/athlete/jianping-yang,1,4,0,11,FTW,6,Orthodox
Kay Hansen,N/A,25,8/14/1999,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/kay-hansen,0,6,0,7,WSW,32,Orthodox
Jinh Yu Frey,N/A,39,5/20/1985,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/jinh-yu-frey,0,10,0,11,WSW,32,Southpaw
Molly McCann,Meatball,34,5/4/1990,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/molly-mccann,0,7,0,14,WFLW,32,Orthodox
Loma Lookboonmee,N/A,29,1/18/1996,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/loma-lookboonmee,0,3,0,9,WSW,32,Orthodox
Jamie Colleen,N/A,39,11/2/1985,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/jamie-colleen,0,1,0,4,WSW,32,Orthodox
Ariane da Silva,Queen of Violence,31,1/26/1994,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/ariane-da-silva,0,10,0,17,WFLW,35,Orthodox
Justine Kish,N/A,36,4/13/1988,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/justine-kish,0,4,0,7,WFLW,35,Orthodox
Roger Zapata,Viva,38,5/9/1986,Male,71,170,Welterweight,http://www.ufc.com/athlete/roger-zapata,0,2,0,4,WW,4,Southpaw
Miranda Granger,Danger,32,4/13/1992,Female,67,115,Womens Strawweight,http://www.ufc.com/athlete/miranda-granger,0,3,0,7,WFLW,32,Orthodox
Hannah Goldy,24K,32,5/18/1992,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/hannah-goldy,0,4,0,6,WSW,32,Orthodox
Aspen Ladd,N/A,29,3/1/1995,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/aspen-ladd,0,3,0,9,WBW,25,Orthodox
Lisa Ellis,N/A,42,11/15/1982,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/lisa-ellis,0,11,0,15,WFLW,32,N/A
Sarah Moras,Cheesecake,36,4/30/1988,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/sarah-moras,0,8,0,6,WBW,25,Orthodox
Amanda Lemos,N/A,37,5/22/1987,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/amanda-lemos,1,4,0,14,WSW,32,Southpaw
Valesca Machado,Tina Black,28,5/6/1996,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/valesca-machado,0,3,1,8,WSW,32,Orthodox
Nadia Kassem,N/A,29,11/15/1995,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/nadia-kassem,0,2,0,5,WFLW,35,Southpaw
Megan Anderson,N/A,34,2/11/1990,Female,72,145,Womens Featherweight,http://www.ufc.com/athlete/megan-anderson,0,5,0,11,WFTW,24,Orthodox
Janay Harding,Hollowpoint,N/A,N/A,Female,N/A,135,Womens Bantamweight,http://www.ufc.com/athlete/janay-harding,0,3,0,2,WBW,25,N/A
Shana Dobson,Danger,35,3/30/1989,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/shana-dobson,0,5,0,4,WFLW,35,Orthodox
Sara McMann,N/A,44,9/24/1980,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/sara-mcmann,0,6,0,13,WBW,25,Orthodox
Rose Namajunas,Thug,32,6/29/1992,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/rose-namajunas,0,7,0,14,WSW,35,Orthodox
Cory McKenna,Poppins,25,7/11/1999,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/cory-mckenna,0,4,0,8,WSW,32,Orthodox
Veronica Hardy,N/A,29,10/30/1995,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/veronica-macedo,1,5,0,9,WBW,35,Southpaw
Liana Jojua,She Wolf,29,3/22/1995,Female,64,125,Womens Bantamweight,http://www.ufc.com/athlete/liana-jojua,0,5,0,8,WBW,25,Orthodox
Sarah Alpar,Too Sweet,33,6/1/1991,Female,64,135,Womens Bantamweight,http://www.ufc.com/athlete/sarah-alpar,0,6,0,9,WBW,25,Southpaw
Virna Jandiroba,Carcara,36,5/30/1988,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/virna-jandiroba,0,3,0,21,WSW,32,Orthodox
Sarah Frota,A Treta,37,4/14/1987,Female,66,125,Womens Strawweight,http://www.ufc.com/athlete/sarah-frota,0,2,0,9,WSW,32,Southpaw
Jennifer Maia,N/A,36,10/6/1988,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/jennifer-maia,1,10,0,21,WFLW,35,Orthodox
Casey O'Neill,King,27,10/7/1997,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/casey-o'neill,0,2,0,10,WFLW,35,Orthodox
Roxanne Modafferi,The Happy Warrior,42,9/24/1982,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/roxanne-modafferi,0,21,0,25,WFLW,35,Orthodox
Valerie Letourneau,Trouble,41,4/29/1983,Female,67,115,Womens Strawweight,http://www.ufc.com/athlete/valerie-letourneau,0,6,0,8,WSW,32,Orthodox
Cynthia Calvillo,N/A,37,7/13/1987,Female,64,115,Womens Flyweight,http://www.ufc.com/athlete/cynthia-calvillo,1,6,0,9,WFLW,35,Orthodox
Mallory Martin,N/A,31,1/29/1994,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/mallory-martin,0,5,0,7,WSW,32,Orthodox
Sarah Kaufman,N/A,39,9/20/1985,Female,65,135,Womens Bantamweight,http://www.ufc.com/athlete/sarah-kaufman,0,4,1,18,WBW,25,Orthodox
Melinda Fabian,N/A,37,6/25/1987,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/melinda-fábián,2,4,0,4,WFLW,35,Orthodox
Amanda Nunes,The Lioness,36,5/30/1988,Female,68,135,Womens Bantamweight,http://www.ufc.com/athlete/amanda-nunes,0,5,0,23,WFTW,25,Orthodox
Elizabeth Phillips,N/A,38,8/20/1986,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/elizabeth-phillips,0,6,0,6,WBW,25,Orthodox
Gisele Moreira,N/A,44,1/14/1981,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/gisele-moreira,0,3,0,8,WBW,25,Orthodox
Mayra Bueno Silva,Sheetara,33,8/22/1991,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/mayra-bueno-silva,1,4,1,10,WBW,35,Orthodox
Jaimelene Nievera,Queenie,40,10/28/1984,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/jaimee-nievera,0,4,0,7,WFLW,35,Orthodox
Vanessa Melo,N/A,36,3/27/1988,Female,65,135,Womens Bantamweight,http://www.ufc.com/athlete/vanessa-melo,0,8,0,11,WBW,25,Orthodox
Karolina Kowalkiewicz,N/A,39,10/15/1985,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/karolina-kowalkiewicz,0,9,0,16,WSW,32,Orthodox
Bec Rawlings,Rowdy,35,2/11/1989,Female,66,125,Womens Strawweight,http://www.ufc.com/athlete/bec-rawlings,0,8,0,7,WFLW,32,Orthodox
Felice Herrig,Lil Bulldog,40,9/18/1984,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/felice-herrig,0,10,0,14,WSW,32,Orthodox
Julia Polastri,Psycho,26,3/5/1998,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/julia-polastri,0,4,0,13,WSW,32,Orthodox
Istela Nunes,N/A,32,7/23/1992,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/istela-nunes,0,5,1,6,WSW,32,Orthodox
Jennifer Gonzalez,Jefa,38,3/22/1986,Female,62,125,Womens Flyweight,http://www.ufc.com/athlete/jennifer-gonzalez,0,5,0,13,WFLW,35,N/A
Tracy Cortez,N/A,31,12/10/1993,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/tracy-cortez,0,2,0,11,WFLW,35,Orthodox
Lauren Mueller,Princess Tiger,33,11/15/1991,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/lauren-mueller,0,3,0,5,WFLW,35,Orthodox
Mara Romero Borella,N/A,38,6/3/1986,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/mara-romero-borella,0,9,2,12,WFLW,35,Orthodox
Maria Oliveira,Spider-Girl,28,12/12/1996,Female,66,115,Womens Strawweight,http://www.ufc.com/athlete/maria-oliveira,0,7,0,13,WSW,32,Orthodox
Leah Letson,Nidas,32,8/21/1992,Female,67,145,Womens Featherweight,http://www.ufc.com/athlete/leah-letson,0,3,0,5,WFTW,24,Southpaw
Luana Pinheiro,N/A,32,11/18/1992,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/luana-pinheiro,0,4,0,11,WSW,32,Orthodox
Julie Kedzie,N/A,43,3/18/1981,Female,65,135,Womens Bantamweight,http://www.ufc.com/athlete/julie-kedzie,0,13,0,16,WBW,25,Orthodox
Nina Nunes,N/A,39,12/3/1985,Female,65,125,Womens Strawweight,http://www.ufc.com/athlete/nina-ansaroff,0,7,0,11,WSW,32,Orthodox
Hilarie Rose,N/A,32,11/11/1992,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/hilarie-rose,0,2,0,4,WSW,32,Orthodox
Marilia Santos,Chocolate,32,12/12/1992,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/marilia-santos,0,3,0,10,WFLW,35,Orthodox
Lucie Pudilova,N/A,30,6/13/1994,Female,68,125,Womens Flyweight,http://www.ufc.com/athlete/lucie-pudilova,0,10,0,14,WBW,35,Orthodox
Ramona Pascual,N/A,36,9/23/1988,Female,67,135,Womens Featherweight,http://www.ufc.com/athlete/ramona-pascual,0,5,0,6,WFTW,24,Southpaw
Elise Reed,N/A,32,12/5/1992,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/elise-reed,0,4,0,8,WSW,32,Orthodox
Livinha Souza,The Brazilian Gangsta,33,3/11/1991,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/livinha-souza,0,4,0,14,WSW,32,Orthodox
Karol Rosa,N/A,30,12/30/1994,Female,65,135,Womens Bantamweight,http://www.ufc.com/athlete/karol-rosa,0,7,0,18,WFTW,25,Orthodox
Lina Lansberg,Elbow Queen,42,3/13/1982,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/lina-lansberg,0,8,0,10,WBW,25,Orthodox
Lara Procopio,N/A,29,11/14/1995,Female,64,125,Womens Bantamweight,http://www.ufc.com/athlete/lara-procopio,0,2,0,7,WBW,25,Orthodox
Chan-Mi Jeon,N/A,27,8/28/1997,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/chanmi-jeon,0,2,0,5,WFLW,32,Orthodox
Cristina Stanciu,Barbie,30,3/29/1994,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/cristina-stanciu,0,2,0,5,WSW,32,Orthodox
Miesha Tate,Cupcake,38,8/18/1986,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/miesha-tate,0,9,0,20,WBW,25,Orthodox
Duda Santana,Cowboyzinha,29,1/10/1996,Female,67,145,Womens Bantamweight,http://www.ufc.com/athlete/duda-santana,0,1,0,3,WBW,25,Orthodox
Tabatha Ricci,Baby Shark,29,2/21/1995,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/tabatha-ricci,0,3,0,11,WFLW,32,Orthodox
Miranda Maverick,Fear The,27,7/1/1997,Female,63,125,Womens Flyweight,http://www.ufc.com/athlete/miranda-maverick,0,5,0,17,WFLW,35,Southpaw
Rosi Sexton,The Surgeon,47,7/16/1977,Female,63,135,Womens Bantamweight,http://www.ufc.com/athlete/rosi-sexton,0,5,0,13,WBW,25,Orthodox
Juliana Lima,Ju Thai,42,3/15/1982,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/juliana-lima,0,5,0,9,WSW,32,Orthodox
Felicia Spencer,FeeNom,34,11/29/1990,Female,66,145,Womens Featherweight,http://www.ufc.com/athlete/felicia-spencer,0,3,0,9,WFTW,24,Orthodox
Cheyanne Vlismas,The Warrior Princess,29,6/25/1995,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/cheyanne-vlismas,0,3,0,7,WSW,32,Switch
Randa Markos,Quiet Storm,39,8/10/1985,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/randa-markos,1,12,0,11,WSW,32,Orthodox
Ronda Rousey,Rowdy,37,2/1/1987,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/ronda-rousey,0,2,0,12,WBW,25,Orthodox
Amanda Cooper,ABC,33,10/22/1991,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/amanda-cooper,0,5,0,3,WSW,32,Switch
Dayana Silva,N/A,34,8/27/1990,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/dayana-da-silva-santos,0,4,0,7,WBW,25,Orthodox
Julija Stoliarenko,N/A,31,4/8/1993,Female,67,125,Womens Featherweight,http://www.ufc.com/athlete/julija-stoliarenko,2,9,0,11,WFTW,24,Orthodox
Yan Xiaonan,N/A,35,6/16/1989,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/xiaonan-yan,0,4,1,19,WSW,32,Orthodox
Lauren Murphy,Lucky,40,7/27/1983,Female,65,125,Womens Flyweight,https://www.ufc.com/athlete/lauren-murphy,0,6,0,16,WFLW,35,Orthodox
Norma Dumont,The Immortal,34,10/1/1990,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/norma-dumont,0,2,0,12,WFTW,25,Orthodox
Tina Lahdemaki,Jelly Bean,36,5/28/1988,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/tina-lahdemaki,0,1,0,5,WSW,32,Orthodox
Michelle Waterson-Gomez,The Karate Hottie,39,1/6/1986,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/michelle-waterson-gomez,0,13,0,18,WSW,32,Orthodox
Maryna Moroz,Iron Lady,33,9/8/1991,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/maryna-moroz,0,6,0,11,WFLW,35,Orthodox
Gina Mazany,Danger,36,8/19/1988,Female,66,125,Womens Bantamweight,http://www.ufc.com/athlete/gina-mazany,0,6,0,7,WBW,25,Southpaw
Alexis Dufresne,Sneaky Zebra,34,8/31/1990,Female,69,135,Womens Bantamweight,http://www.ufc.com/athlete/alexis-dufresne,0,3,0,6,WBW,25,Orthodox
Maia Stevenson,N/A,42,3/19/1982,Female,64,115,Womens Strawweight,http://www.ufc.com/athlete/maia-stevenson,0,5,0,6,WFLW,32,Orthodox
Sabina Mazo,Colombian Queen,27,3/25/1997,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/sabina-mazo,0,4,0,9,WFLW,35,Orthodox
Joanne Wood,JoJo,39,12/23/1985,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/joanne-wood,0,8,0,17,WFLW,35,Orthodox
Danielle Taylor,Dynamite,35,10/25/1989,Female,60,115,Womens Strawweight,http://www.ufc.com/athlete/danielle-taylor,0,4,0,9,WSW,32,Orthodox
Nicco Montano,N/A,36,12/16/1988,Female,65,135,Womens Flyweight,http://www.ufc.com/athlete/nicco-montano,0,3,0,5,WBW,35,Southpaw
Bea Malecki,N/A,33,8/23/1991,Female,69,135,Womens Bantamweight,http://www.ufc.com/athlete/bea-malecki,0,1,0,4,WBW,25,Orthodox
Manon Fiorot,The Beast,34,2/17/1990,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/manon-fiorot,0,1,0,12,WFLW,35,Orthodox
Jessica Penne,N/A,42,1/30/1983,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/jessica-penne,0,9,0,14,WSW,32,Orthodox
Yan Qihui,Queen Kong,28,10/21/1996,Female,63,125,Womens Flyweight,http://www.ufc.com/athlete/yan-qihui,0,5,0,25,WFLW,35,Orthodox
Paige VanZant,12 Gauge,30,3/26/1994,Female,64,115,Womens Flyweight,http://www.ufc.com/athlete/paige-vanzant,0,5,0,8,WBW,35,Orthodox
Liang Na,The Dragon Girl,28,7/27/1996,Female,65,125,Womens Strawweight,http://www.ufc.com/athlete/na-liang,0,8,0,19,WSW,32,Orthodox
Rin Nakai,N/A,38,10/22/1986,Female,61,135,Womens Bantamweight,http://www.ufc.com/athlete/rin-nakai,1,2,0,19,WBW,25,Orthodox
Kalindra Faria,N/A,38,7/23/1986,Female,67,125,Womens Flyweight,http://www.ufc.com/athlete/kalindra-faria,1,8,0,18,WFLW,35,Switch
Peggy Morgan,The Daywalker,45,12/16/1979,Female,73,135,Womens Bantamweight,http://www.ufc.com/athlete/peggy-morgan,0,4,0,4,WBW,25,N/A
Danyelle Wolf,N/A,41,9/8/1983,Female,71,145,Womens Featherweight,http://www.ufc.com/athlete/danyelle-wolf,0,1,0,1,WFTW,24,Orthodox
Larissa Pacheco,N/A,30,9/7/1994,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/larissa-pacheco,0,2,0,10,WBW,25,Orthodox
Josiane Nunes,Josi,31,12/23/1993,Female,62,135,Womens Bantamweight,http://www.ufc.com/athlete/josiane-nunes,0,3,0,10,WBW,25,Southpaw
Seo Hee Ham,N/A,37,3/8/1987,Female,62,115,Womens Strawweight,http://www.ufc.com/athlete/seohee-ham,0,8,0,17,WSW,32,Southpaw
Cat Zingano,Alpha,42,7/1/1982,Female,66,145,Womens Bantamweight,http://www.ufc.com/athlete/cat-zingano,0,4,0,10,WBW,25,Southpaw
Viviane Pereira,Sucuri,31,8/28/1993,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/viviane-pereira,0,2,0,13,WSW,32,Orthodox
Gillian Robertson,The Savage,29,5/17/1995,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/gillian-robertson,0,8,0,15,WSW,32,Orthodox
Raquel Pennington,Rocky,36,9/5/1988,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/raquel-pennington,0,10,0,16,WBW,25,Orthodox
Alexa Grasso,N/A,31,8/9/1993,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/alexa-grasso,1,4,0,16,WFLW,35,Orthodox
Rachael Ostovich,N/A,33,2/25/1991,Female,63,125,Womens Flyweight,http://www.ufc.com/athlete/rachael-ostovich,0,6,0,4,WFLW,35,Orthodox
Lucrezia Ria,N/A,32,6/24/1992,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/lucrezia-ria,0,2,0,8,WFLW,35,Orthodox
Jessica Rakoczy,The Ragin',47,4/14/1977,Female,67,115,Womens Strawweight,http://www.ufc.com/athlete/jessica-rakoczy,0,5,1,1,WFLW,32,Orthodox
Emily Kagan,N/A,43,7/14/1981,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/emily-peters-kagan,0,3,0,3,WSW,32,N/A
Piera Rodriguez,La Fiera,32,11/11/1992,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/piera-rodriguez,0,2,0,10,WSW,32,Orthodox
Maria Silva,Viuva Negra,29,12/19/1995,Female,63,115,Womens Strawweight,http://www.ufc.com/athlete/maria-silva,0,1,0,8,WSW,32,Orthodox
Marina Rodriguez,N/A,37,4/29/1987,Female,66,115,Womens Strawweight,http://www.ufc.com/athlete/marina-rodriguez,2,5,0,17,WSW,32,Orthodox
Jocelyn Jones-Lybarger,N/A,39,10/4/1985,Female,67,115,Womens Strawweight,http://www.ufc.com/athlete/jocelyn-jones-lybarger,0,4,0,6,WSW,32,Orthodox
Marion Reneau,The Belizean Bruiser,47,6/20/1977,Female,66,135,Womens Bantamweight,http://www.ufc.com/athlete/marion-reneau,1,8,0,9,WBW,25,Orthodox
Valentina Shevchenko,Bullet,36,3/7/1988,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/valentina-shevchenko,1,4,0,24,WFLW,35,Southpaw
Taila Santos,N/A,30,6/22/1993,Female,66,125,Womens Flyweight,https://www.ufc.com/athlete/taila-santos,0,3,0,19,WFLW,35,Orthodox
Victoria Leonardo,Fury,34,2/16/1990,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/victoria-leonardo,0,7,0,9,WFLW,35,Orthodox
Kerry Vera,N/A,N/A,N/A,Female,67,135,Womens Bantamweight,http://www.ufc.com/athlete/kerry-vera,0,0,0,2,WBW,25,Orthodox
Leslie Smith,The Peacemaker,42,8/17/1982,Female,69,135,Womens Bantamweight,http://www.ufc.com/athlete/leslie-smith,1,7,0,10,WBW,25,Orthodox
Karine Silva,Killer,31,12/2/1993,Female,65,125,Womens Flyweight,http://www.ufc.com/athlete/karine-silva,0,5,0,18,WFLW,35,Orthodox
Andrea Lee,KGB,35,2/11/1989,Female,66,125,Womens Flyweight,http://www.ufc.com/athlete/andrea-lee,0,10,0,13,WFLW,35,Orthodox
Tecia Pennington,Tiny Tornado,35,8/16/1989,Female,61,115,Womens Strawweight,http://www.ufc.com/athlete/tecia-pennington,0,7,0,14,WSW,32,Orthodox
Liliya Shakirova,N/A,33,10/24/1991,Female,64,125,Womens Flyweight,http://www.ufc.com/athlete/liliya-shakirova,0,2,0,8,WFLW,35,Orthodox
Tatiana Suarez,N/A,34,12/19/1990,Female,65,115,Womens Strawweight,http://www.ufc.com/athlete/tatiana-suarez,0,0,0,11,WSW,32,Southpaw
